,아파트,금액(만원),면적,층,주소
533,휴먼시아동산마을,38000,84.6,17,논현동 603-1
534,하우스토리만수,38000,59.98,10,만수동 1123
535,논현센트럴뷰,37000,59.58,18,논현동 749-1
536,어울림마을,37000,84.96,9,간석동 938-1
537,주공11단지(단풍마을),37000,84.79,3,논현동 602-1
538,포레시안,36500,84.35,10,만수동 1115-1
539,포레시안,36500,84.35,10,만수동 1115-1
540,서창센트럴푸르지오,36500,74.98,1,서창동 682
541,휴먼시아동산마을,36000,84.6,6,논현동 603-1
542,논현센트럴뷰,35800,59.84,5,논현동 749-1
543,포레시안,35750,74.91,14,만수동 1115-1
544,서창퍼스트뷰(7단지),35500,84.41,12,서창동 699
545,구월힐스테이트1단지,35500,84.81,3,구월동 23
546,에코에비뉴,35500,84.99,9,서창동 695
547,구월아시아드선수촌2단지,35000,59.57,22,구월동 1485
548,주공11단지(단풍마을),35000,84.99,4,논현동 602-1
549,논현센트럴뷰,35000,59.84,23,논현동 749-1
550,논현센트럴뷰,35000,59.84,26,논현동 749-1
551,논현유승한내들,35000,56.16,33,논현동 764-4
552,구월아시아드선수촌1단지,35000,59.57,25,구월동 1486
553,논현파크포레,35000,84.88,2,논현동 580-1
554,현대(893-0),34700,84.99,12,간석동 893
555,서해그랑블,34500,84.75,12,서창동 540
556,롯데캐슬골드,34500,59.9,21,구월동 24
557,구월힐스테이트1단지,34500,59.9,4,구월동 23
558,서창센트라스아파트,34500,74.92,19,서창동 692
559,현대(893-0),34200,84.99,13,간석동 893
560,서창퍼스트뷰(7단지),33800,84.72,14,서창동 699
561,만수주공4단지,33000,75.51,12,만수동 13
562,하우스토리만수,33000,59.98,2,만수동 1123
563,에코에비뉴,33000,74.92,19,서창동 695
564,만수주공2단지,32800,64.62,8,만수동 29
565,에코에비뉴,32200,84.94,2,서창동 695
566,만수주공6단지,32000,47.25,2,만수동 20
567,만수주공2단지,31000,64.62,11,만수동 29
568,구월아시아드선수촌2단지,31000,51.56,22,구월동 1485
569,주공2단지,30300,83.84,6,논현동 563-3
570,풍림,30000,85.0,16,논현동 577
571,주공2단지,30000,83.84,3,논현동 563-3
572,만수주공4단지,29000,66.38,9,만수동 13
573,포레시안,29000,59.71,4,만수동 1115-1
574,구월아시아드선수촌2단지,29000,51.95,8,구월동 1485
575,서해그랑블,29000,59.99,5,서창동 540
576,만수주공1단지,28700,46.74,1,만수동 29
577,풍림,28000,85.0,1,논현동 577
578,롯데캐슬골드,28000,46.88,21,구월동 24
579,벽산,28000,84.93,3,만수동 1114
580,신동아,27500,84.91,9,만수동 5-426
581,구월아시아드선수촌1단지,27000,51.95,10,구월동 1486
582,만수주공4단지,26700,61.52,7,만수동 13
583,만수주공4단지,26000,61.52,3,만수동 13
584,벽산,25000,84.93,1,만수동 1114
585,주공13단지(푸르내마을),25000,59.57,4,논현동 600-9
586,고운웰리움,25000,59.94,9,만수동 900-17
587,남촌풍림1차,24650,59.68,15,남촌동 320-2
588,한진,24000,61.16,9,간석동 519-4
589,주공13단지(푸르내마을),23500,59.57,20,논현동 600-9
590,벽산,23000,59.8,12,만수동 1114
591,신동아,21500,67.02,12,만수동 5-426
592,남촌풍림2차,21000,59.68,1,남촌동 391-3
593,골드클래스,21000,48.17,9,구월동 1142-12
594,씨엠쎄레니티힐,21000,48.89,10,간석동 108-1
595,유진펠리스,20500,59.97,12,간석동 103-3
596,동민캐슬7차,20100,69.77,6,간석동 102-3
597,만수주공6단지,20000,47.25,5,만수동 20
598,신한(6-21),20000,83.19,6,만수동 6-21
599,삼미맨션(삼미맨숀),19570,66.48,1,간석동 331-1
600,삼미맨션(삼미맨숀),19570,66.48,1,간석동 331-1
601,주공2단지,19500,48.45,14,논현동 563-3
602,주공2단지,19000,48.45,12,논현동 563-3
603,더클레스Ⅱ-B동,18800,50.16,13,구월동 1133-6
604,주공1단지,18500,48.87,20,논현동 564-1
605,성문,18000,59.86,5,구월동 1291-7
606,리코팰리스,16700,48.76,14,간석동 109-1
607,DS더웰가,16500,48.0,11,구월동 1132-6
608,위너스타워,16000,37.14,13,구월동 1136-3
609,담방마을,16000,45.76,18,만수동 1049
610,동진,16000,33.54,1,간석동 156-8
611,진흥(1036),15900,57.69,5,만수동 1036
612,주공8단지,15000,38.64,3,만수동 1005
613,이성,14500,55.71,3,만수동 859-2
614,벽산,14000,53.58,5,구월동 1312-6
615,현광,14000,74.2,5,간석동 616-13
616,휴먼테크빌(2동),13000,52.97,4,만수동 898-39
617,영남,12900,43.59,1,간석동 617-31
618,만수뉴서울아파트,12500,34.65,13,만수동 1044
619,구월프라움아트,12500,14.95,16,구월동 1131-18
620,만수뉴서울아파트,12400,34.65,8,만수동 1044
621,만수주공5단지,12100,32.39,12,만수동 17
622,아델라이,11500,17.63,10,구월동 1129
623,만수뉴서울아파트,10750,34.65,13,만수동 1044
624,대동(5-328),10000,39.33,6,만수동 5-326
625,신한,10000,41.22,2,만수동 2-21
626,대동(5-328),10000,39.33,2,만수동 5-326
627,만수뉴서울아파트,9600,34.65,10,만수동 1044
628,만수뉴서울아파트,9600,34.65,10,만수동 1044
629,현광,9400,39.24,1,만수동 917-1
630,웰스하임,7900,18.97,17,간석동 214-15
631,솔리채,7500,16.01,7,간석동 216-2
632,나이스뷰,6900,18.4,10,구월동 1142-21
633,솔리채,5000,12.94,3,간석동 216-2
