,아파트,금액(만원),면적,층,주소
423,서창퍼스트뷰(7단지),40500,84.95,12,서창동 699
722,서해그랑블,35000,84.75,3,서창동 540
709,서해그랑블,37200,84.75,3,서창동 540
223,성원상떼빌,35500,84.93,11,용현동 649
52,성원상떼빌,33500,84.93,17,용현동 649
67,성원상떼빌,32000,84.93,15,용현동 649
87,스카이시티301동,28000,84.61,2,숭의동 33-236
2,스타디움센트럴시티,55000,84.92,32,숭의동 462
233,스타디움센트럴시티,34000,84.92,36,숭의동 462
518,신동아,21800,84.91,15,만수동 5-426
77,신동아3,29500,84.91,11,학익동 48-14
75,신동아7,29800,84.95,13,학익동 645
258,신동아7,28000,84.95,14,학익동 645
261,신동아8,27700,84.96,8,학익동 50
596,신영구월지웰시티푸르지오,58500,84.93,33,구월동 1608
217,신창미션힐,36250,84.65,20,용현동 627-534
42,신창미션힐,35750,84.65,5,용현동 627-534
218,쌍용,36000,84.95,12,관교동 13-7
248,쌍용주안,30000,84.12,2,주안동 1250
421,어울림마을,40500,84.96,3,간석동 938-1
627,에코메트로11,51250,84.99,26,논현동 774-1
390,에코메트로11,47000,84.99,4,논현동 774-1
394,에코메트로11,46600,84.99,1,논현동 774-1
367,에코메트로11,52000,84.99,20,논현동 774-1
368,에코메트로11,52000,84.99,9,논현동 774-1
415,에코메트로12,42000,84.99,2,논현동 755-4
375,에코메트로12,50700,84.99,17,논현동 755-4
645,에코메트로12,47500,84.99,7,논현동 755-4
624,에코메트로12,52500,84.99,13,논현동 755-4
608,에코메트로5,55800,84.99,20,논현동 755-1
365,에코메트로5,52000,84.99,8,논현동 755-1
353,에코메트로5,57000,84.95,29,논현동 755-1
634,에코메트로6,50600,84.99,16,논현동 756-1
618,에코메트로6,54000,84.95,25,논현동 756-1
382,에코메트로6,49800,84.95,13,논현동 756-1
381,에코메트로6,49800,84.95,13,논현동 756-1
362,에코메트로7,53000,84.99,24,논현동 757-1
380,에코메트로7,50000,84.95,2,논현동 757-1
379,에코메트로7,50000,84.99,4,논현동 757-1
602,에코메트로7,57000,84.95,19,논현동 757-1
361,에코메트로7,53000,84.99,24,논현동 757-1
615,에코메트로7,54000,84.95,15,논현동 757-1
649,에코메트로7,45000,84.95,6,논현동 757-1
435,에코에비뉴,38450,84.92,14,서창동 695
685,에코에비뉴,40000,84.92,12,서창동 695
717,에코에비뉴,36500,84.92,3,서창동 695
720,에코에비뉴,36000,84.99,4,서창동 695
680,에코에비뉴,40500,84.99,10,서창동 695
214,엘에이치미추홀퍼스트,37000,84.73,2,용현동 지구BL2
32,엘에이치미추홀퍼스트,40000,84.73,20,용현동 지구BL2
25,엘에이치미추홀퍼스트,41300,84.73,14,용현동 지구BL2
78,용현2단지금호타운,29500,84.53,11,용현동 647
70,용현2단지금호타운,30300,84.53,11,용현동 647
251,용현2단지금호타운,30000,84.53,2,용현동 647
303,용현동아,17200,84.56,9,용현동 572-3
301,용현동아,17700,84.56,4,용현동 572-3
299,용현동아,18000,84.56,1,용현동 572-3
809,우성꾸메마을II,20500,84.94,9,간석동 43-2
120,우진,17300,84.93,7,숭의동 433-9
271,원흥아파트,25000,84.93,19,학익동 702-2
16,"월드스테이트(101~111,124~132)",45000,84.98,19,주안동 1614
199,월드스테이트(201~205),42000,84.98,2,주안동 1614
189,월드스테이트(201~205),44600,84.98,12,주안동 1614
184,월드스테이트(201~205),46000,84.98,8,주안동 1614
102,유원용현,24500,84.92,10,용현동 557-1
280,유원용현,24000,84.92,9,용현동 557-1
278,유원용현,24500,84.92,7,용현동 557-1
731,유호엔시티101-103동,34000,84.55,5,논현동 66-24
481,유호엔시티101-103동,29500,84.55,2,논현동 66-24
436,유호엔시티101-103동,38300,84.55,21,논현동 66-24
745,유호엔시티201동,31500,84.98,16,논현동 66-5
480,유호엔시티201동,29500,84.98,2,논현동 66-5
750,이삭(1086-1),31000,84.93,18,만수동 1086-1
371,이편한세상서창,51300,84.92,23,서창동 685
626,이편한세상서창,51800,84.92,18,서창동 685
631,이편한세상서창,51000,84.92,11,서창동 685
633,이편한세상서창,50800,84.92,14,서창동 685
383,이편한세상서창,49000,84.92,10,서창동 685
374,이편한세상서창,51000,84.92,13,서창동 685
373,이편한세상서창,51000,84.92,16,서창동 685
165,인천SKSkyVIEW,54200,84.98,24,용현동 664
427,인천간석휴먼시아2단지,40000,84.76,13,간석동 941
669,인천간석휴먼시아2단지,42400,84.76,6,간석동 941
692,인천간석휴먼시아2단지,39000,84.86,5,간석동 941
676,인천간석휴먼시아2단지,41000,84.86,24,간석동 941
210,인천용현엑슬루타워,38250,84.77,37,용현동 659
446,임광그대가,36500,84.99,7,서창동 560-2
455,임광그대가,35100,84.99,6,서창동 560-2
704,임광그대가,38000,84.99,8,서창동 560-2
488,주공11단지,28700,84.9,1,만수동 1113
166,주안역센트레빌,54000,84.99,16,주안동 1628
170,주안역센트레빌,52800,84.99,27,주안동 1628
7,주안역센트레빌,53000,84.99,23,주안동 1628
168,주안역센트레빌,54000,84.99,17,주안동 1628
22,주안역신일해피트리,43000,84.95,10,주안동 1638
33,주안역신일해피트리,40000,84.95,7,주안동 1638
173,주안파크자이더플래티넘,51600,84.99,5,주안동 1662
4,주안파크자이더플래티넘,54100,84.82,23,주안동 1662
162,주안파크자이더플래티넘,56500,84.82,10,주안동 1662
172,주안파크자이더플래티넘,51600,84.99,5,주안동 1662
96,주안휴먼빌,26300,84.97,13,주안동 1613
49,진흥,34300,84.64,11,주안동 1606
782,태평1차,25000,84.88,8,서창동 537
767,태평2차,27700,84.6,3,서창동 538
774,"태화아파트101동,102동,103동,105동",26000,84.56,19,간석동 918-5
728,팬더,34800,84.92,13,구월동 258
473,팬더,31000,84.92,11,구월동 258
469,팬더,32000,84.92,5,구월동 258
494,팬더,28000,84.92,7,구월동 258
355,포레시안,55000,84.77,14,만수동 1115-1
640,포레시안,48500,84.93,23,만수동 1115-1
377,포레시안,50000,84.93,7,만수동 1115-1
408,포레시안,43000,84.93,19,만수동 1115-1
411,포레시안,43000,84.35,14,만수동 1115-1
356,포레시안,55000,84.95,11,만수동 1115-1
448,풍림아이원,36000,84.96,14,간석동 935
38,풍림아이원,37000,84.93,7,학익동 721
36,풍림아이원,37900,84.94,4,학익동 721
465,풍림아이원,33000,84.96,16,간석동 935
216,풍림아이원,37000,84.94,6,학익동 721
213,풍림아이원,37200,84.98,10,학익동 721
31,풍림아이원,40000,84.94,23,학익동 721
684,풍림아이원,40300,84.96,23,간석동 935
39,풍림아이원,37000,84.93,8,학익동 721
437,풍림아이원,38000,84.96,18,간석동 935
724,풍림아이원,35000,84.96,23,간석동 935
725,풍림아이원,35000,84.96,3,간석동 935
98,하나2차,26300,84.93,14,학익동 682-1
97,하나2차,26300,84.93,14,학익동 682-1
486,한국,29000,84.23,13,만수동 1045
769,한국,27500,84.23,15,만수동 1045
95,한국,26500,84.62,17,용현동 627-47
243,한신휴플러스,31200,84.83,10,주안동 1607
81,한신휴플러스,29000,84.83,1,주안동 1607
227,한신휴플러스,34800,84.83,4,주안동 1607
71,한신휴플러스,30300,84.83,7,주안동 1607
111,한양1차,20000,84.6,4,용현동 627-78
285,한양1차,22000,84.6,9,용현동 627-78
281,한양1차,24000,84.6,6,용현동 627-78
272,한양1차,25000,84.6,11,용현동 627-78
108,한양2차,20500,84.64,2,용현동 627-105
293,한양2차,20000,84.64,11,용현동 627-105
252,한화꿈에그린,29800,84.37,10,숭의동 86-1
63,한화꿈에그린,32300,84.37,12,숭의동 86-1
73,한화꿈에그린,30000,84.37,11,숭의동 86-1
440,향촌휴먼시아2단지,37500,84.98,13,만수동 1116-1
274,현광1차,25000,84.64,11,학익동 711-3
231,현대,34000,84.33,6,주안동 80
50,현대,34000,84.33,8,주안동 80
765,현대(893-0),27800,84.99,1,간석동 893
443,현대모닝사이드,36700,84.98,16,서창동 545
718,현대홈타운(900-153),36200,84.86,4,간석동 900-153
444,현대홈타운(900-153),36500,84.86,13,간석동 900-153
431,현대홈타운(900-153),39000,84.86,23,간석동 900-153
711,현대홈타운(900-153),37000,84.86,16,간석동 900-153
616,호반베르디움,54000,84.74,22,서창동 702
613,호반베르디움,54800,84.74,13,서창동 702
622,호반베르디움,52500,84.74,13,서창동 702
363,호반베르디움,52500,84.74,13,서창동 702
746,효성상아,31500,84.72,10,만수동 905
433,휴먼시아동산마을,39000,84.6,17,논현동 603-1
723,휴먼시아동산마을,35000,84.6,10,논현동 603-1
693,휴먼시아동산마을,39000,84.6,6,논현동 603-1
719,휴먼시아동산마을,36000,84.6,10,논현동 603-1
702,휴먼시아동산마을,38000,84.6,10,논현동 603-1
445,휴먼시아동산마을,36500,84.6,3,논현동 603-1
