,아파트,금액(만원),면적,층,주소
164,한신(137-8),21000,53.17,11,산곡동 137-8
165,인향,21000,84.95,13,청천동 377-9
166,뉴서울(264-1),21000,74.33,4,산곡동 264-1
167,삼산주공미래타운3차,20500,59.39,1,삼산동 390-6
168,삼산주공미래타운2차,20100,49.4,5,삼산동 388-7
169,태화(416),20000,59.93,16,갈산동 416
170,인향,20000,84.95,9,청천동 377-9
171,태화(416),19600,59.93,7,갈산동 416
172,무한레뷰8차,19500,39.21,13,부평동 204-45
173,십정뜨란채1단지,19099,46.31,3,십정동 608-4
174,TK리즈빌,19000,48.03,12,부평동 464-40
175,삼산주공미래타운2차,19000,49.4,8,삼산동 388-7
176,태산,18800,56.93,1,삼산동 60-6
177,주공1단지,18800,44.94,10,갈산동 359
178,주공1단지,18500,41.3,7,갈산동 359
179,미도7,18200,52.89,1,청천동 259-5
180,부개주공3,18000,39.99,6,부개동 498-5
181,대동2,18000,45.0,9,갈산동 361-3
182,센트럴빌,18000,59.6,3,부평동 482-5
183,삼보,17250,57.82,10,삼산동 56-3
184,삼보,17250,57.82,6,삼산동 56-3
185,태산,17000,64.86,2,삼산동 60-6
186,JY팰리스,17000,45.77,12,부평동 134-13
187,현광,16800,53.31,3,청천동 300-1
188,영진,16800,59.77,9,청천동 5-5
189,광명,16700,59.98,12,청천동 399-6
190,일신주공아파트(100~112동),16700,39.99,14,일신동 410
191,스위트홈,16500,45.0,3,부평동 119-2
192,건영캐스빌,16500,59.65,9,부평동 252-29
193,태산,16500,56.93,2,삼산동 60-6
194,백조주상복합,16200,55.35,1,부평동 438-1
195,주공1단지,15500,38.64,8,갈산동 359
196,스위트홈,15500,45.0,10,부평동 119-2
197,투엠레뷰,15500,36.23,8,부평동 180-19
198,투엠레뷰,15500,36.23,8,부평동 180-19
199,한국,14900,52.83,6,삼산동 254
200,삼성(407-8),14800,52.08,2,부평동 407-8
201,주공1단지,14000,41.3,1,갈산동 359
202,동양,14000,40.56,3,청천동 397
203,청하,14000,60.12,2,산곡동 산47-22
204,광명13차,12700,57.42,6,삼산동 359-2
205,세르누비앙,12600,33.64,10,부평동 182-56
