,아파트,금액(만원)Incheon_abc_MC2301_84.csv,면적Incheon_abc_MC2301_84.csv,층Incheon_abc_MC2301_84.csv,주소Incheon_abc_MC2301_84.csv,금액(만원)Incheon_abc_MC2312_84.csv,면적Incheon_abc_MC2312_84.csv,층Incheon_abc_MC2312_84.csv,주소Incheon_abc_MC2312_84.csv
305,에코메트로6,43500,84.99,29,논현동 756-1,50600,84.99,16,논현동 756-1
306,에코메트로6,43500,84.99,29,논현동 756-1,54000,84.95,25,논현동 756-1
307,에코메트로6,43500,84.99,29,논현동 756-1,49800,84.95,13,논현동 756-1
308,에코메트로6,43500,84.99,29,논현동 756-1,49800,84.95,13,논현동 756-1
309,에코메트로6,44000,84.99,13,논현동 756-1,50600,84.99,16,논현동 756-1
310,에코메트로6,44000,84.99,13,논현동 756-1,54000,84.95,25,논현동 756-1
311,에코메트로6,44000,84.99,13,논현동 756-1,49800,84.95,13,논현동 756-1
312,에코메트로6,44000,84.99,13,논현동 756-1,49800,84.95,13,논현동 756-1
313,에코메트로6,42500,84.99,5,논현동 756-1,50600,84.99,16,논현동 756-1
314,에코메트로6,42500,84.99,5,논현동 756-1,54000,84.95,25,논현동 756-1
315,에코메트로6,42500,84.99,5,논현동 756-1,49800,84.95,13,논현동 756-1
316,에코메트로6,42500,84.99,5,논현동 756-1,49800,84.95,13,논현동 756-1
317,에코메트로6,41000,84.99,30,논현동 756-1,50600,84.99,16,논현동 756-1
318,에코메트로6,41000,84.99,30,논현동 756-1,54000,84.95,25,논현동 756-1
319,에코메트로6,41000,84.99,30,논현동 756-1,49800,84.95,13,논현동 756-1
320,에코메트로6,41000,84.99,30,논현동 756-1,49800,84.95,13,논현동 756-1
321,에코메트로6,42000,84.99,13,논현동 756-1,50600,84.99,16,논현동 756-1
322,에코메트로6,42000,84.99,13,논현동 756-1,54000,84.95,25,논현동 756-1
323,에코메트로6,42000,84.99,13,논현동 756-1,49800,84.95,13,논현동 756-1
324,에코메트로6,42000,84.99,13,논현동 756-1,49800,84.95,13,논현동 756-1
325,에코메트로7,41900,84.95,13,논현동 757-1,53000,84.99,24,논현동 757-1
326,에코메트로7,41900,84.95,13,논현동 757-1,50000,84.95,2,논현동 757-1
327,에코메트로7,41900,84.95,13,논현동 757-1,50000,84.99,4,논현동 757-1
328,에코메트로7,41900,84.95,13,논현동 757-1,57000,84.95,19,논현동 757-1
329,에코메트로7,41900,84.95,13,논현동 757-1,53000,84.99,24,논현동 757-1
330,에코메트로7,41900,84.95,13,논현동 757-1,54000,84.95,15,논현동 757-1
331,에코메트로7,41900,84.95,13,논현동 757-1,45000,84.95,6,논현동 757-1
332,에코메트로7,45000,84.99,26,논현동 757-1,53000,84.99,24,논현동 757-1
333,에코메트로7,45000,84.99,26,논현동 757-1,50000,84.95,2,논현동 757-1
334,에코메트로7,45000,84.99,26,논현동 757-1,50000,84.99,4,논현동 757-1
335,에코메트로7,45000,84.99,26,논현동 757-1,57000,84.95,19,논현동 757-1
336,에코메트로7,45000,84.99,26,논현동 757-1,53000,84.99,24,논현동 757-1
337,에코메트로7,45000,84.99,26,논현동 757-1,54000,84.95,15,논현동 757-1
338,에코메트로7,45000,84.99,26,논현동 757-1,45000,84.95,6,논현동 757-1
339,에코메트로7,44000,84.99,23,논현동 757-1,53000,84.99,24,논현동 757-1
340,에코메트로7,44000,84.99,23,논현동 757-1,50000,84.95,2,논현동 757-1
341,에코메트로7,44000,84.99,23,논현동 757-1,50000,84.99,4,논현동 757-1
342,에코메트로7,44000,84.99,23,논현동 757-1,57000,84.95,19,논현동 757-1
343,에코메트로7,44000,84.99,23,논현동 757-1,53000,84.99,24,논현동 757-1
344,에코메트로7,44000,84.99,23,논현동 757-1,54000,84.95,15,논현동 757-1
345,에코메트로7,44000,84.99,23,논현동 757-1,45000,84.95,6,논현동 757-1
346,에코메트로7,42200,84.99,12,논현동 757-1,53000,84.99,24,논현동 757-1
347,에코메트로7,42200,84.99,12,논현동 757-1,50000,84.95,2,논현동 757-1
348,에코메트로7,42200,84.99,12,논현동 757-1,50000,84.99,4,논현동 757-1
349,에코메트로7,42200,84.99,12,논현동 757-1,57000,84.95,19,논현동 757-1
350,에코메트로7,42200,84.99,12,논현동 757-1,53000,84.99,24,논현동 757-1
351,에코메트로7,42200,84.99,12,논현동 757-1,54000,84.95,15,논현동 757-1
352,에코메트로7,42200,84.99,12,논현동 757-1,45000,84.95,6,논현동 757-1
353,에코메트로7,45000,84.95,24,논현동 757-1,53000,84.99,24,논현동 757-1
354,에코메트로7,45000,84.95,24,논현동 757-1,50000,84.95,2,논현동 757-1
355,에코메트로7,45000,84.95,24,논현동 757-1,50000,84.99,4,논현동 757-1
356,에코메트로7,45000,84.95,24,논현동 757-1,57000,84.95,19,논현동 757-1
357,에코메트로7,45000,84.95,24,논현동 757-1,53000,84.99,24,논현동 757-1
358,에코메트로7,45000,84.95,24,논현동 757-1,54000,84.95,15,논현동 757-1
359,에코메트로7,45000,84.95,24,논현동 757-1,45000,84.95,6,논현동 757-1
360,에코메트로7,45800,84.99,21,논현동 757-1,53000,84.99,24,논현동 757-1
361,에코메트로7,45800,84.99,21,논현동 757-1,50000,84.95,2,논현동 757-1
362,에코메트로7,45800,84.99,21,논현동 757-1,50000,84.99,4,논현동 757-1
363,에코메트로7,45800,84.99,21,논현동 757-1,57000,84.95,19,논현동 757-1
364,에코메트로7,45800,84.99,21,논현동 757-1,53000,84.99,24,논현동 757-1
365,에코메트로7,45800,84.99,21,논현동 757-1,54000,84.95,15,논현동 757-1
366,에코메트로7,45800,84.99,21,논현동 757-1,45000,84.95,6,논현동 757-1
367,에코메트로7,45000,84.99,3,논현동 757-1,53000,84.99,24,논현동 757-1
368,에코메트로7,45000,84.99,3,논현동 757-1,50000,84.95,2,논현동 757-1
369,에코메트로7,45000,84.99,3,논현동 757-1,50000,84.99,4,논현동 757-1
370,에코메트로7,45000,84.99,3,논현동 757-1,57000,84.95,19,논현동 757-1
371,에코메트로7,45000,84.99,3,논현동 757-1,53000,84.99,24,논현동 757-1
372,에코메트로7,45000,84.99,3,논현동 757-1,54000,84.95,15,논현동 757-1
373,에코메트로7,45000,84.99,3,논현동 757-1,45000,84.95,6,논현동 757-1
374,에코에비뉴,35500,84.99,9,서창동 695,38450,84.92,14,서창동 695
375,에코에비뉴,35500,84.99,9,서창동 695,40000,84.92,12,서창동 695
376,에코에비뉴,35500,84.99,9,서창동 695,36500,84.92,3,서창동 695
377,에코에비뉴,35500,84.99,9,서창동 695,36000,84.99,4,서창동 695
378,에코에비뉴,35500,84.99,9,서창동 695,40500,84.99,10,서창동 695
379,에코에비뉴,32200,84.94,2,서창동 695,38450,84.92,14,서창동 695
380,에코에비뉴,32200,84.94,2,서창동 695,40000,84.92,12,서창동 695
381,에코에비뉴,32200,84.94,2,서창동 695,36500,84.92,3,서창동 695
382,에코에비뉴,32200,84.94,2,서창동 695,36000,84.99,4,서창동 695
383,에코에비뉴,32200,84.94,2,서창동 695,40500,84.99,10,서창동 695
384,에코에비뉴,35000,84.92,8,서창동 695,38450,84.92,14,서창동 695
385,에코에비뉴,35000,84.92,8,서창동 695,40000,84.92,12,서창동 695
386,에코에비뉴,35000,84.92,8,서창동 695,36500,84.92,3,서창동 695
387,에코에비뉴,35000,84.92,8,서창동 695,36000,84.99,4,서창동 695
388,에코에비뉴,35000,84.92,8,서창동 695,40500,84.99,10,서창동 695
389,엘에이치미추홀퍼스트,40000,84.73,22,용현동 지구BL2,37000,84.73,2,용현동 지구BL2
390,엘에이치미추홀퍼스트,40000,84.73,22,용현동 지구BL2,40000,84.73,20,용현동 지구BL2
391,엘에이치미추홀퍼스트,40000,84.73,22,용현동 지구BL2,41300,84.73,14,용현동 지구BL2
392,엘에이치미추홀퍼스트,40000,84.73,22,용현동 지구BL2,37000,84.73,2,용현동 지구BL2
393,엘에이치미추홀퍼스트,40000,84.73,22,용현동 지구BL2,40000,84.73,20,용현동 지구BL2
394,엘에이치미추홀퍼스트,40000,84.73,22,용현동 지구BL2,41300,84.73,14,용현동 지구BL2
395,엘에이치미추홀퍼스트,46000,84.73,18,용현동 지구BL2,37000,84.73,2,용현동 지구BL2
396,엘에이치미추홀퍼스트,46000,84.73,18,용현동 지구BL2,40000,84.73,20,용현동 지구BL2
397,엘에이치미추홀퍼스트,46000,84.73,18,용현동 지구BL2,41300,84.73,14,용현동 지구BL2
398,엘에이치미추홀퍼스트,38250,84.73,3,용현동 지구BL2,37000,84.73,2,용현동 지구BL2
399,엘에이치미추홀퍼스트,38250,84.73,3,용현동 지구BL2,40000,84.73,20,용현동 지구BL2
400,엘에이치미추홀퍼스트,38250,84.73,3,용현동 지구BL2,41300,84.73,14,용현동 지구BL2
401,용현2단지금호타운,34500,84.53,11,용현동 647,29500,84.53,11,용현동 647
402,용현2단지금호타운,34500,84.53,11,용현동 647,30300,84.53,11,용현동 647
403,용현2단지금호타운,34500,84.53,11,용현동 647,30000,84.53,2,용현동 647
404,용현동아,21500,84.56,4,용현동 572-3,17200,84.56,9,용현동 572-3
405,용현동아,21500,84.56,4,용현동 572-3,17700,84.56,4,용현동 572-3
406,용현동아,21500,84.56,4,용현동 572-3,18000,84.56,1,용현동 572-3
407,"월드스테이트(101~111,124~132)",39500,84.98,14,주안동 1614,45000,84.98,19,주안동 1614
408,"월드스테이트(101~111,124~132)",41000,84.98,28,주안동 1614,45000,84.98,19,주안동 1614
409,월드스테이트(201~205),43000,84.98,13,주안동 1614,42000,84.98,2,주안동 1614
410,월드스테이트(201~205),43000,84.98,13,주안동 1614,44600,84.98,12,주안동 1614
411,월드스테이트(201~205),43000,84.98,13,주안동 1614,46000,84.98,8,주안동 1614
412,유호엔시티101-103동,34000,84.83,3,논현동 66-24,34000,84.55,5,논현동 66-24
413,유호엔시티101-103동,34000,84.83,3,논현동 66-24,29500,84.55,2,논현동 66-24
414,유호엔시티101-103동,34000,84.83,3,논현동 66-24,38300,84.55,21,논현동 66-24
415,이편한세상서창,41800,84.92,16,서창동 685,51300,84.92,23,서창동 685
416,이편한세상서창,41800,84.92,16,서창동 685,51800,84.92,18,서창동 685
417,이편한세상서창,41800,84.92,16,서창동 685,51000,84.92,11,서창동 685
418,이편한세상서창,41800,84.92,16,서창동 685,50800,84.92,14,서창동 685
419,이편한세상서창,41800,84.92,16,서창동 685,49000,84.92,10,서창동 685
420,이편한세상서창,41800,84.92,16,서창동 685,51000,84.92,13,서창동 685
421,이편한세상서창,41800,84.92,16,서창동 685,51000,84.92,16,서창동 685
422,이편한세상서창,42000,84.92,14,서창동 685,51300,84.92,23,서창동 685
423,이편한세상서창,42000,84.92,14,서창동 685,51800,84.92,18,서창동 685
424,이편한세상서창,42000,84.92,14,서창동 685,51000,84.92,11,서창동 685
425,이편한세상서창,42000,84.92,14,서창동 685,50800,84.92,14,서창동 685
426,이편한세상서창,42000,84.92,14,서창동 685,49000,84.92,10,서창동 685
427,이편한세상서창,42000,84.92,14,서창동 685,51000,84.92,13,서창동 685
428,이편한세상서창,42000,84.92,14,서창동 685,51000,84.92,16,서창동 685
429,이편한세상서창,42000,84.92,13,서창동 685,51300,84.92,23,서창동 685
430,이편한세상서창,42000,84.92,13,서창동 685,51800,84.92,18,서창동 685
431,이편한세상서창,42000,84.92,13,서창동 685,51000,84.92,11,서창동 685
432,이편한세상서창,42000,84.92,13,서창동 685,50800,84.92,14,서창동 685
433,이편한세상서창,42000,84.92,13,서창동 685,49000,84.92,10,서창동 685
434,이편한세상서창,42000,84.92,13,서창동 685,51000,84.92,13,서창동 685
435,이편한세상서창,42000,84.92,13,서창동 685,51000,84.92,16,서창동 685
436,이편한세상서창,42200,84.92,20,서창동 685,51300,84.92,23,서창동 685
437,이편한세상서창,42200,84.92,20,서창동 685,51800,84.92,18,서창동 685
438,이편한세상서창,42200,84.92,20,서창동 685,51000,84.92,11,서창동 685
439,이편한세상서창,42200,84.92,20,서창동 685,50800,84.92,14,서창동 685
440,이편한세상서창,42200,84.92,20,서창동 685,49000,84.92,10,서창동 685
441,이편한세상서창,42200,84.92,20,서창동 685,51000,84.92,13,서창동 685
442,이편한세상서창,42200,84.92,20,서창동 685,51000,84.92,16,서창동 685
443,이편한세상서창,43800,84.92,20,서창동 685,51300,84.92,23,서창동 685
444,이편한세상서창,43800,84.92,20,서창동 685,51800,84.92,18,서창동 685
445,이편한세상서창,43800,84.92,20,서창동 685,51000,84.92,11,서창동 685
446,이편한세상서창,43800,84.92,20,서창동 685,50800,84.92,14,서창동 685
447,이편한세상서창,43800,84.92,20,서창동 685,49000,84.92,10,서창동 685
448,이편한세상서창,43800,84.92,20,서창동 685,51000,84.92,13,서창동 685
449,이편한세상서창,43800,84.92,20,서창동 685,51000,84.92,16,서창동 685
450,이편한세상서창,40800,84.92,9,서창동 685,51300,84.92,23,서창동 685
451,이편한세상서창,40800,84.92,9,서창동 685,51800,84.92,18,서창동 685
452,이편한세상서창,40800,84.92,9,서창동 685,51000,84.92,11,서창동 685
453,이편한세상서창,40800,84.92,9,서창동 685,50800,84.92,14,서창동 685
454,이편한세상서창,40800,84.92,9,서창동 685,49000,84.92,10,서창동 685
455,이편한세상서창,40800,84.92,9,서창동 685,51000,84.92,13,서창동 685
456,이편한세상서창,40800,84.92,9,서창동 685,51000,84.92,16,서창동 685
457,이편한세상서창,47000,84.92,21,서창동 685,51300,84.92,23,서창동 685
458,이편한세상서창,47000,84.92,21,서창동 685,51800,84.92,18,서창동 685
459,이편한세상서창,47000,84.92,21,서창동 685,51000,84.92,11,서창동 685
460,이편한세상서창,47000,84.92,21,서창동 685,50800,84.92,14,서창동 685
461,이편한세상서창,47000,84.92,21,서창동 685,49000,84.92,10,서창동 685
462,이편한세상서창,47000,84.92,21,서창동 685,51000,84.92,13,서창동 685
463,이편한세상서창,47000,84.92,21,서창동 685,51000,84.92,16,서창동 685
464,이편한세상서창,40000,84.95,19,서창동 685,51300,84.92,23,서창동 685
465,이편한세상서창,40000,84.95,19,서창동 685,51800,84.92,18,서창동 685
466,이편한세상서창,40000,84.95,19,서창동 685,51000,84.92,11,서창동 685
467,이편한세상서창,40000,84.95,19,서창동 685,50800,84.92,14,서창동 685
468,이편한세상서창,40000,84.95,19,서창동 685,49000,84.92,10,서창동 685
469,이편한세상서창,40000,84.95,19,서창동 685,51000,84.92,13,서창동 685
470,이편한세상서창,40000,84.95,19,서창동 685,51000,84.92,16,서창동 685
471,이편한세상서창,40000,84.95,11,서창동 685,51300,84.92,23,서창동 685
472,이편한세상서창,40000,84.95,11,서창동 685,51800,84.92,18,서창동 685
473,이편한세상서창,40000,84.95,11,서창동 685,51000,84.92,11,서창동 685
474,이편한세상서창,40000,84.95,11,서창동 685,50800,84.92,14,서창동 685
475,이편한세상서창,40000,84.95,11,서창동 685,49000,84.92,10,서창동 685
476,이편한세상서창,40000,84.95,11,서창동 685,51000,84.92,13,서창동 685
477,이편한세상서창,40000,84.95,11,서창동 685,51000,84.92,16,서창동 685
478,이편한세상서창,49500,84.92,5,서창동 685,51300,84.92,23,서창동 685
479,이편한세상서창,49500,84.92,5,서창동 685,51800,84.92,18,서창동 685
480,이편한세상서창,49500,84.92,5,서창동 685,51000,84.92,11,서창동 685
481,이편한세상서창,49500,84.92,5,서창동 685,50800,84.92,14,서창동 685
482,이편한세상서창,49500,84.92,5,서창동 685,49000,84.92,10,서창동 685
483,이편한세상서창,49500,84.92,5,서창동 685,51000,84.92,13,서창동 685
484,이편한세상서창,49500,84.92,5,서창동 685,51000,84.92,16,서창동 685
485,인천SKSkyVIEW,29300,84.98,38,용현동 664,54200,84.98,24,용현동 664
486,인천SKSkyVIEW,49000,84.99,5,용현동 664,54200,84.98,24,용현동 664
487,인천SKSkyVIEW,49000,84.98,25,용현동 664,54200,84.98,24,용현동 664
488,인천간석휴먼시아2단지,40900,84.87,21,간석동 941,40000,84.76,13,간석동 941
489,인천간석휴먼시아2단지,40900,84.87,21,간석동 941,42400,84.76,6,간석동 941
490,인천간석휴먼시아2단지,40900,84.87,21,간석동 941,39000,84.86,5,간석동 941
491,인천간석휴먼시아2단지,40900,84.87,21,간석동 941,41000,84.86,24,간석동 941
492,주공11단지,31000,84.9,12,만수동 1113,28700,84.9,1,만수동 1113
493,진흥,37000,84.64,12,주안동 1606,34300,84.64,11,주안동 1606
494,포레시안,34500,84.35,15,만수동 1115-1,55000,84.77,14,만수동 1115-1
495,포레시안,34500,84.35,15,만수동 1115-1,48500,84.93,23,만수동 1115-1
496,포레시안,34500,84.35,15,만수동 1115-1,50000,84.93,7,만수동 1115-1
497,포레시안,34500,84.35,15,만수동 1115-1,43000,84.93,19,만수동 1115-1
498,포레시안,34500,84.35,15,만수동 1115-1,43000,84.35,14,만수동 1115-1
499,포레시안,34500,84.35,15,만수동 1115-1,55000,84.95,11,만수동 1115-1
500,포레시안,40200,84.93,6,만수동 1115-1,55000,84.77,14,만수동 1115-1
501,포레시안,40200,84.93,6,만수동 1115-1,48500,84.93,23,만수동 1115-1
502,포레시안,40200,84.93,6,만수동 1115-1,50000,84.93,7,만수동 1115-1
503,포레시안,40200,84.93,6,만수동 1115-1,43000,84.93,19,만수동 1115-1
504,포레시안,40200,84.93,6,만수동 1115-1,43000,84.35,14,만수동 1115-1
505,포레시안,40200,84.93,6,만수동 1115-1,55000,84.95,11,만수동 1115-1
506,포레시안,49000,84.93,7,만수동 1115-1,55000,84.77,14,만수동 1115-1
507,포레시안,49000,84.93,7,만수동 1115-1,48500,84.93,23,만수동 1115-1
508,포레시안,49000,84.93,7,만수동 1115-1,50000,84.93,7,만수동 1115-1
509,포레시안,49000,84.93,7,만수동 1115-1,43000,84.93,19,만수동 1115-1
510,포레시안,49000,84.93,7,만수동 1115-1,43000,84.35,14,만수동 1115-1
511,포레시안,49000,84.93,7,만수동 1115-1,55000,84.95,11,만수동 1115-1
512,포레시안,38000,84.35,19,만수동 1115-1,55000,84.77,14,만수동 1115-1
513,포레시안,38000,84.35,19,만수동 1115-1,48500,84.93,23,만수동 1115-1
514,포레시안,38000,84.35,19,만수동 1115-1,50000,84.93,7,만수동 1115-1
515,포레시안,38000,84.35,19,만수동 1115-1,43000,84.93,19,만수동 1115-1
516,포레시안,38000,84.35,19,만수동 1115-1,43000,84.35,14,만수동 1115-1
517,포레시안,38000,84.35,19,만수동 1115-1,55000,84.95,11,만수동 1115-1
518,포레시안,36500,84.35,10,만수동 1115-1,55000,84.77,14,만수동 1115-1
519,포레시안,36500,84.35,10,만수동 1115-1,48500,84.93,23,만수동 1115-1
520,포레시안,36500,84.35,10,만수동 1115-1,50000,84.93,7,만수동 1115-1
521,포레시안,36500,84.35,10,만수동 1115-1,43000,84.93,19,만수동 1115-1
522,포레시안,36500,84.35,10,만수동 1115-1,43000,84.35,14,만수동 1115-1
523,포레시안,36500,84.35,10,만수동 1115-1,55000,84.95,11,만수동 1115-1
524,포레시안,45000,84.95,17,만수동 1115-1,55000,84.77,14,만수동 1115-1
525,포레시안,45000,84.95,17,만수동 1115-1,48500,84.93,23,만수동 1115-1
526,포레시안,45000,84.95,17,만수동 1115-1,50000,84.93,7,만수동 1115-1
527,포레시안,45000,84.95,17,만수동 1115-1,43000,84.93,19,만수동 1115-1
528,포레시안,45000,84.95,17,만수동 1115-1,43000,84.35,14,만수동 1115-1
529,포레시안,45000,84.95,17,만수동 1115-1,55000,84.95,11,만수동 1115-1
530,포레시안,46000,84.93,11,만수동 1115-1,55000,84.77,14,만수동 1115-1
531,포레시안,46000,84.93,11,만수동 1115-1,48500,84.93,23,만수동 1115-1
532,포레시안,46000,84.93,11,만수동 1115-1,50000,84.93,7,만수동 1115-1
533,포레시안,46000,84.93,11,만수동 1115-1,43000,84.93,19,만수동 1115-1
534,포레시안,46000,84.93,11,만수동 1115-1,43000,84.35,14,만수동 1115-1
535,포레시안,46000,84.93,11,만수동 1115-1,55000,84.95,11,만수동 1115-1
536,포레시안,44700,84.95,13,만수동 1115-1,55000,84.77,14,만수동 1115-1
537,포레시안,44700,84.95,13,만수동 1115-1,48500,84.93,23,만수동 1115-1
538,포레시안,44700,84.95,13,만수동 1115-1,50000,84.93,7,만수동 1115-1
539,포레시안,44700,84.95,13,만수동 1115-1,43000,84.93,19,만수동 1115-1
540,포레시안,44700,84.95,13,만수동 1115-1,43000,84.35,14,만수동 1115-1
541,포레시안,44700,84.95,13,만수동 1115-1,55000,84.95,11,만수동 1115-1
542,포레시안,36500,84.35,10,만수동 1115-1,55000,84.77,14,만수동 1115-1
543,포레시안,36500,84.35,10,만수동 1115-1,48500,84.93,23,만수동 1115-1
544,포레시안,36500,84.35,10,만수동 1115-1,50000,84.93,7,만수동 1115-1
545,포레시안,36500,84.35,10,만수동 1115-1,43000,84.93,19,만수동 1115-1
546,포레시안,36500,84.35,10,만수동 1115-1,43000,84.35,14,만수동 1115-1
547,포레시안,36500,84.35,10,만수동 1115-1,55000,84.95,11,만수동 1115-1
548,풍림아이원,41000,84.96,12,간석동 935,36000,84.96,14,간석동 935
549,풍림아이원,41000,84.96,12,간석동 935,37000,84.93,7,학익동 721
550,풍림아이원,41000,84.96,12,간석동 935,37900,84.94,4,학익동 721
551,풍림아이원,41000,84.96,12,간석동 935,33000,84.96,16,간석동 935
552,풍림아이원,41000,84.96,12,간석동 935,37000,84.94,6,학익동 721
553,풍림아이원,41000,84.96,12,간석동 935,37200,84.98,10,학익동 721
554,풍림아이원,41000,84.96,12,간석동 935,40000,84.94,23,학익동 721
555,풍림아이원,41000,84.96,12,간석동 935,40300,84.96,23,간석동 935
556,풍림아이원,41000,84.96,12,간석동 935,37000,84.93,8,학익동 721
557,풍림아이원,41000,84.96,12,간석동 935,38000,84.96,18,간석동 935
558,풍림아이원,41000,84.96,12,간석동 935,35000,84.96,23,간석동 935
559,풍림아이원,41000,84.96,12,간석동 935,35000,84.96,3,간석동 935
560,풍림아이원,40000,84.94,18,학익동 721,36000,84.96,14,간석동 935
561,풍림아이원,40000,84.94,18,학익동 721,37000,84.93,7,학익동 721
562,풍림아이원,40000,84.94,18,학익동 721,37900,84.94,4,학익동 721
563,풍림아이원,40000,84.94,18,학익동 721,33000,84.96,16,간석동 935
564,풍림아이원,40000,84.94,18,학익동 721,37000,84.94,6,학익동 721
565,풍림아이원,40000,84.94,18,학익동 721,37200,84.98,10,학익동 721
566,풍림아이원,40000,84.94,18,학익동 721,40000,84.94,23,학익동 721
567,풍림아이원,40000,84.94,18,학익동 721,40300,84.96,23,간석동 935
568,풍림아이원,40000,84.94,18,학익동 721,37000,84.93,8,학익동 721
569,풍림아이원,40000,84.94,18,학익동 721,38000,84.96,18,간석동 935
570,풍림아이원,40000,84.94,18,학익동 721,35000,84.96,23,간석동 935
571,풍림아이원,40000,84.94,18,학익동 721,35000,84.96,3,간석동 935
572,한국,27700,84.23,13,만수동 1045,29000,84.23,13,만수동 1045
573,한국,27700,84.23,13,만수동 1045,27500,84.23,15,만수동 1045
574,한국,27700,84.23,13,만수동 1045,26500,84.62,17,용현동 627-47
575,한국,27700,84.23,13,만수동 1045,29000,84.23,13,만수동 1045
576,한국,27700,84.23,13,만수동 1045,27500,84.23,15,만수동 1045
577,한국,27700,84.23,13,만수동 1045,26500,84.62,17,용현동 627-47
578,한국,25500,84.62,22,용현동 627-47,29000,84.23,13,만수동 1045
579,한국,25500,84.62,22,용현동 627-47,27500,84.23,15,만수동 1045
580,한국,25500,84.62,22,용현동 627-47,26500,84.62,17,용현동 627-47
581,한신휴플러스,40800,84.83,7,주안동 1607,31200,84.83,10,주안동 1607
582,한신휴플러스,40800,84.83,7,주안동 1607,29000,84.83,1,주안동 1607
583,한신휴플러스,40800,84.83,7,주안동 1607,34800,84.83,4,주안동 1607
584,한신휴플러스,40800,84.83,7,주안동 1607,30300,84.83,7,주안동 1607
585,한신휴플러스,29000,84.83,15,주안동 1607,31200,84.83,10,주안동 1607
586,한신휴플러스,29000,84.83,15,주안동 1607,29000,84.83,1,주안동 1607
587,한신휴플러스,29000,84.83,15,주안동 1607,34800,84.83,4,주안동 1607
588,한신휴플러스,29000,84.83,15,주안동 1607,30300,84.83,7,주안동 1607
589,한화꿈에그린,26000,84.37,14,숭의동 86-1,29800,84.37,10,숭의동 86-1
590,한화꿈에그린,26000,84.37,14,숭의동 86-1,32300,84.37,12,숭의동 86-1
591,한화꿈에그린,26000,84.37,14,숭의동 86-1,30000,84.37,11,숭의동 86-1
592,향촌휴먼시아2단지,37500,84.8,16,만수동 1116-1,37500,84.98,13,만수동 1116-1
593,현대,35000,84.33,9,주안동 80,34000,84.33,6,주안동 80
594,현대,35000,84.33,9,주안동 80,34000,84.33,8,주안동 80
595,현대(893-0),28300,84.99,11,간석동 893,27800,84.99,1,간석동 893
596,현대(893-0),34200,84.99,13,간석동 893,27800,84.99,1,간석동 893
597,현대(893-0),34700,84.99,12,간석동 893,27800,84.99,1,간석동 893
598,호반베르디움,49000,84.74,17,서창동 702,54000,84.74,22,서창동 702
599,호반베르디움,49000,84.74,17,서창동 702,54800,84.74,13,서창동 702
600,호반베르디움,49000,84.74,17,서창동 702,52500,84.74,13,서창동 702
601,호반베르디움,49000,84.74,17,서창동 702,52500,84.74,13,서창동 702
602,호반베르디움,47000,84.74,7,서창동 702,54000,84.74,22,서창동 702
603,호반베르디움,47000,84.74,7,서창동 702,54800,84.74,13,서창동 702
604,호반베르디움,47000,84.74,7,서창동 702,52500,84.74,13,서창동 702
605,호반베르디움,47000,84.74,7,서창동 702,52500,84.74,13,서창동 702
606,호반베르디움,47000,84.74,7,서창동 702,54000,84.74,22,서창동 702
607,호반베르디움,47000,84.74,7,서창동 702,54800,84.74,13,서창동 702
608,호반베르디움,47000,84.74,7,서창동 702,52500,84.74,13,서창동 702
609,호반베르디움,47000,84.74,7,서창동 702,52500,84.74,13,서창동 702
610,호반베르디움,47500,84.86,18,서창동 702,54000,84.74,22,서창동 702
611,호반베르디움,47500,84.86,18,서창동 702,54800,84.74,13,서창동 702
612,호반베르디움,47500,84.86,18,서창동 702,52500,84.74,13,서창동 702
613,호반베르디움,47500,84.86,18,서창동 702,52500,84.74,13,서창동 702
614,호반베르디움,49000,84.74,21,서창동 702,54000,84.74,22,서창동 702
615,호반베르디움,49000,84.74,21,서창동 702,54800,84.74,13,서창동 702
616,호반베르디움,49000,84.74,21,서창동 702,52500,84.74,13,서창동 702
617,호반베르디움,49000,84.74,21,서창동 702,52500,84.74,13,서창동 702
618,호반베르디움,50000,84.74,3,서창동 702,54000,84.74,22,서창동 702
619,호반베르디움,50000,84.74,3,서창동 702,54800,84.74,13,서창동 702
620,호반베르디움,50000,84.74,3,서창동 702,52500,84.74,13,서창동 702
621,호반베르디움,50000,84.74,3,서창동 702,52500,84.74,13,서창동 702
622,호반베르디움,45500,84.74,21,서창동 702,54000,84.74,22,서창동 702
623,호반베르디움,45500,84.74,21,서창동 702,54800,84.74,13,서창동 702
624,호반베르디움,45500,84.74,21,서창동 702,52500,84.74,13,서창동 702
625,호반베르디움,45500,84.74,21,서창동 702,52500,84.74,13,서창동 702
626,휴먼시아동산마을,36000,84.6,6,논현동 603-1,39000,84.6,17,논현동 603-1
627,휴먼시아동산마을,36000,84.6,6,논현동 603-1,35000,84.6,10,논현동 603-1
628,휴먼시아동산마을,36000,84.6,6,논현동 603-1,39000,84.6,6,논현동 603-1
629,휴먼시아동산마을,36000,84.6,6,논현동 603-1,36000,84.6,10,논현동 603-1
630,휴먼시아동산마을,36000,84.6,6,논현동 603-1,38000,84.6,10,논현동 603-1
631,휴먼시아동산마을,36000,84.6,6,논현동 603-1,36500,84.6,3,논현동 603-1
632,휴먼시아동산마을,36500,84.6,13,논현동 603-1,39000,84.6,17,논현동 603-1
633,휴먼시아동산마을,36500,84.6,13,논현동 603-1,35000,84.6,10,논현동 603-1
